,apply,species,genus
10,"['MYCSD_F5YSH2' 'LENAE_A0A0F0GM25' 'MYCPA_Q742L4' 'AMYMS_G0G2V7'
 'NOCCG_H6QY24' 'RHOHA_E9T0G0' 'SACEN_A4F7E8' 'PSEUX_F4CSB7'
 'SACVD_C7N0F3' 'MYCCI_A0A3S4S617' 'STRHI_A0A1M5PKJ3' 'KIBAR_A0A1Y5YB06'
 'GORPV_H6MR53' 'TSUPD_D5UTW8' 'SACES_K0JUF0' 'SEGRD_D6ZDM1'
 'ACTMD_C6WI13' 'NAKMY_C8X7Z0' 'HOYSD_F6EM95']","['MYCSD', 'LENAE', 'MYCPA', 'AMYMS', 'NOCCG', 'RHOHA', 'SACEN', 'PSEUX', 'SACVD', 'MYCCI', 'STRHI', 'KIBAR', 'GORPV', 'TSUPD', 'SACES', 'SEGRD', 'ACTMD', 'NAKMY', 'HOYSD']","['1073531', '165301', '1763', '1813', '1817', '1827', '1835', '1847', '1851', '1866885', '2016', '2029', '2053', '2060', '2071', '286801', '40566', '53460', '697025']"
11,"['LEIAQ_U2RNQ8' 'MICLC_C5C731' 'RARFA_A0A542ZNW0' 'LENAE_A0A0F0GQV1'
 'BIFBI_I3WFU4' 'SALTO_A4X2E6' 'RHOSX_A0A0D8HNP3' 'FRASN_A8L869'
 'GEOOG_D2SCH5' 'ACTM4_I0HJC8' 'MICEC_A0A1C4V1F9' 'STRA4_A0A0B5ELX8'
 'NOCAA_J7LG12' 'STRHI_A0A1M5Q6D6' 'TSUPD_D5URV1' 'KITAU_A0A1E7MXI3'
 'SACES_K0JU02' 'MICPN_F5XEN2' 'ROTMD_D2NQL0' 'BLASD_H6RT40'
 'BRAFD_C7MF78' 'ACIFD_C7LZT4']","['LEIAQ', 'MICLC', 'RARFA', 'LENAE', 'BIFBI', 'SALTO', 'RHOSX', 'FRASN', 'GEOOG', 'ACTM4', 'MICEC', 'STRA4', 'NOCAA', 'STRHI', 'TSUPD', 'KITAU', 'SACES', 'MICPN', 'ROTMD', 'BLASD', 'BRAFD', 'ACIFD']","['110932', '1269', '13242', '165301', '1678', '168694', '1827', '1854', '1860', '1865', '1873', '1883', '2013', '2016', '2060', '2063', '2071', '29404', '32207', '38501', '43668', '53634']"
12,"['MYCSD_F5YT04' 'LEIXX_LEU1' 'MICLC_C5CCC3' 'OLSUV_LEU1' 'CLAMS_LEU1'
 'RENSM_LEU1' 'ARTS2_LEU1' 'BIFA0_B8DVK8' 'BRELN_A0A0B9ATF9' 'COREF_LEU1'
 'GLUAR_E1VW90' 'PAEAT_LEU1' 'PSEPM_F0M1V8' 'MYCPA_Q744M9' 'NOCFA_Q5Z341'
 'RHOOP_W8GVA2' 'PSEUX_F4CS72' 'MYCAG_A0A2A7N5J0' 'CUTAK_Q6A972'
 'GORPV_H6MWS3' 'TSUPD_D5UN64' 'SEGRD_D6ZCA8' 'ROTMD_D2NT82' 'KINRD_LEU1'
 'KOCRD_LEU1' 'HOYSD_F6EFB3' 'SLAES_D0WHP2' 'CRYCD_C7MNU3']","['MYCSD', 'LEIXX', 'MICLC', 'OLSUV', 'CLAMS', 'RENSM', 'ARTS2', 'BIFA0', 'BRELN', 'COREF', 'GLUAR', 'PAEAT', 'PSEPM', 'MYCPA', 'NOCFA', 'RHOOP', 'PSEUX', 'MYCAG', 'CUTAK', 'GORPV', 'TSUPD', 'SEGRD', 'ROTMD', 'KINRD', 'KOCRD', 'HOYSD', 'SLAES', 'CRYCD']","['1073531', '110932', '1269', '133925', '1573', '1645', '1663', '1678', '1696', '1716', '1742989', '1742992', '1742993', '1763', '1817', '1827', '1847', '1866885', '1912216', '2053', '2060', '286801', '32207', '33981', '57493', '697025', '84108', '84162']"
13,"['MYCSD_F5Z064' 'LEIAQ_U2RMY9' 'RARFA_A0A542ZWS4' 'OLSUV_E1QY18'
 'THEBD_D6Y6E6' 'CLAMS_B0RF95' 'CELCE_A0A1X7F9J3' 'RENSM_A9WPT8'
 'LENAE_A0A0F0H6L9' 'ARTS2_A0JYC3' 'BIFLO_Q8G538' 'SALTO_A4X3K8'
 'BRELN_A0A0B9A9Z3' 'CELGA_F8A150' 'CORGL_Q8NS76' 'GLUAR_E1VUX5'
 'PAEAT_A1R809' 'PSEPM_F0M7E2' 'PROFC_D7GD74' 'MYCAV_X8B9H9'
 'AMYME_A0A076MK48' 'NOCCG_H6RAF3' 'KRIFD_D2PNI2' 'RHOHA_E9T3L6'
 'SACEN_A4F8R4' 'NOCSJ_A1SG48' 'PSETH_A0A1M6W7L1' 'SACVD_C7MWH6'
 'FRACC_Q2JEV9' 'GEOOG_D2SAQ2' 'XYLCX_D1BYZ2' 'ACTS5_G8SLC4'
 'MYCAG_A0A2A7N9U4' 'MICS3_C4RRC0' 'STRCJ_A0A2G1XF30' 'ACIA4_K7RTX7'
 'CUTAK_Q6A810' 'CONWI_D3F904' 'THEAL_A0A1H6FJ53' 'SCAIO_W5IIR7'
 'PARDN_E6K168' 'STRRD_D2BET5' 'NOCDD_D7B599' 'STRHI_A0A1M5JC15'
 'THECD_D1AEZ0' 'KIBAR_A0A1Y5YAR4' 'TROWT_Q83N14' 'NOCSI_A0A0A1DMV3'
 'MOBCV_D6ZGE1' 'GORB4_D0LE54' 'TSUPD_D5UUB2' 'KITSK_E4NBW7'
 'SACSY_A0A5Q0GSG3' 'STRJI_A0A1H7RNV6' 'ISOV2_F6FQB8' 'GARVA_I4M6P6'
 'ACIC1_A0LVP2' 'ARCHD_D7BPS5' 'STANL_D3PYJ6' 'SEGRD_D6Z8C2'
 'MICPN_F5XLN6' 'CORGP_F2NBM3' 'MICTS_E8NCQ7' 'KINRD_A6WEK4'
 'BLASD_H6RV91' 'ACTMD_C6WNI6' 'CATAD_C7Q8R6' 'RUBXD_Q1AVL1'
 'BRAFD_C7ME32' 'JONDD_C7R2F6' 'INTC7_E6S663' 'NAKMY_C8XFV7'
 'ACIFD_C7M126' 'SANKS_D1BK13' 'ILUCY_A0A6C7EDE9' 'HOYSD_F6EF25'
 'THEFY_Q47M12' 'SLAES_D0WF08' 'EGGLE_C8WIL9' 'CRYCD_C7MMY0'
 'BEUC1_C5BYB3']","['MYCSD', 'LEIAQ', 'RARFA', 'OLSUV', 'THEBD', 'CLAMS', 'CELCE', 'RENSM', 'LENAE', 'ARTS2', 'BIFLO', 'SALTO', 'BRELN', 'CELGA', 'CORGL', 'GLUAR', 'PAEAT', 'PSEPM', 'PROFC', 'MYCAV', 'AMYME', 'NOCCG', 'KRIFD', 'RHOHA', 'SACEN', 'NOCSJ', 'PSETH', 'SACVD', 'FRACC', 'GEOOG', 'XYLCX', 'ACTS5', 'MYCAG', 'MICS3', 'STRCJ', 'ACIA4', 'CUTAK', 'CONWI', 'THEAL', 'SCAIO', 'PARDN', 'STRRD', 'NOCDD', 'STRHI', 'THECD', 'KIBAR', 'TROWT', 'NOCSI', 'MOBCV', 'GORB4', 'TSUPD', 'KITSK', 'SACSY', 'STRJI', 'ISOV2', 'GARVA', 'ACIC1', 'ARCHD', 'STANL', 'SEGRD', 'MICPN', 'CORGP', 'MICTS', 'KINRD', 'BLASD', 'ACTMD', 'CATAD', 'RUBXD', 'BRAFD', 'JONDD', 'INTC7', 'NAKMY', 'ACIFD', 'SANKS', 'ILUCY', 'HOYSD', 'THEFY', 'SLAES', 'EGGLE', 'CRYCD', 'BEUC1']","['1073531', '110932', '13242', '133925', '147067', '1573', '157920', '1645', '165301', '1663', '1678', '168694', '1696', '1707', '1716', '1742989', '1742992', '1742993', '1743', '1763', '1813', '1817', '182639', '1827', '1835', '1839', '1847', '1851', '1854', '1860', '186188', '1865', '1866885', '1873', '1883', '1912215', '1912216', '191494', '192992', '196081', '196082', '2000', '2013', '2016', '2019', '2029', '2038', '2044', '2050', '2053', '2060', '2063', '2071', '228398', '254250', '2701', '28048', '28263', '283810', '286801', '29404', '33870', '33882', '33981', '38501', '40566', '414878', '42255', '43668', '43673', '53357', '53460', '53634', '60919', '682522', '697025', '83677', '84108', '84111', '84162', '84756']"
14,"['MICLC_C5C8R8' 'ARTGL_A0A2S3ZV82' 'BRELN_A0A0B9A1S2' 'CORGL_H7C7J9'
 'MYCXE_X8BL45' 'NOCCG_H6QZP9' 'RHOJR_Q0S6R5' 'PSETH_A0A1M7B716'
 'FRAIE_E3J6E5' 'XYLCX_D1BRN7' 'ACTUT_A0A0A6UN45' 'MICEC_A0A1C4UL27'
 'STRMB_M3BQK2' 'ACIA4_K7RSE9' 'CUTAK_Q6A876' 'NOCAA_J7LIY4'
 'THECD_D1ACW4' 'NOCSI_A0A0A1DPT7' 'GORPV_H6MYB5' 'SACES_K0K120'
 'ISOV2_F6FW77' 'STANL_D3Q480' 'ROTMD_D2NQI4' 'CATAD_C7QEK5'
 'BRAFD_C7MIA2' 'INTC7_E6SFD8' 'NAKMY_C8XGU0' 'ACIFD_C7M187'
 'KOCRD_B2GGT5' 'SLAHD_C7N659']","['MICLC', 'ARTGL', 'BRELN', 'CORGL', 'MYCXE', 'NOCCG', 'RHOJR', 'PSETH', 'FRAIE', 'XYLCX', 'ACTUT', 'MICEC', 'STRMB', 'ACIA4', 'CUTAK', 'NOCAA', 'THECD', 'NOCSI', 'GORPV', 'SACES', 'ISOV2', 'STANL', 'ROTMD', 'CATAD', 'BRAFD', 'INTC7', 'NAKMY', 'ACIFD', 'KOCRD', 'SLAHD']","['1269', '1663', '1696', '1716', '1763', '1817', '1827', '1847', '1854', '186188', '1865', '1873', '1883', '1912215', '1912216', '2013', '2019', '2044', '2053', '2071', '254250', '283810', '32207', '414878', '43668', '53357', '53460', '53634', '57493', '84108']"
15,"['RARFA_A0A542ZWM7' 'CLAMS_B0RF12' 'CELCE_A0A1X7D1F0' 'RENSM_A9WMW1'
 'ARTGL_A0A2S3ZSB2' 'BIFAA_A1A232' 'BRELN_A0A0B9AU88' 'CELGA_F8A569'
 'GLUAR_E1W146' 'PSEPM_F0MA30' 'MYCSK_A1UBA1' 'KRIFD_D2PSA9'
 'RHOOP_A0A3G9MBA4' 'PSEUX_F4CYP4' 'FRACC_Q2JDI7' 'GEOOG_D2SDD6'
 'MYCHD_K5B9U2' 'STRGA_A0A089XAT8' 'STRRD_D2AV93' 'STRJI_A0A1H7Y8Q9'
 'STANL_D3Q7H2' 'SEGRD_D6ZEW9' 'MICPN_F5XK54' 'ROTMD_D2NPS3'
 'MICTS_E8NAQ7' 'KINRD_A6WE22' 'BLASD_H6RMB3' 'RUBXD_Q1AWK8'
 'BRAFD_C7M9N0' 'JONDD_C7R5B6' 'NAKMY_C8XHB3' 'ILUCY_A0A6C7EAJ0'
 'SLAES_D0WG83' 'CRYCD_C7MLY2']","['RARFA', 'CLAMS', 'CELCE', 'RENSM', 'ARTGL', 'BIFAA', 'BRELN', 'CELGA', 'GLUAR', 'PSEPM', 'MYCSK', 'KRIFD', 'RHOOP', 'PSEUX', 'FRACC', 'GEOOG', 'MYCHD', 'STRGA', 'STRRD', 'STRJI', 'STANL', 'SEGRD', 'MICPN', 'ROTMD', 'MICTS', 'KINRD', 'BLASD', 'RUBXD', 'BRAFD', 'JONDD', 'NAKMY', 'ILUCY', 'SLAES', 'CRYCD']","['13242', '1573', '157920', '1645', '1663', '1678', '1696', '1707', '1742989', '1742993', '1763', '182639', '1827', '1847', '1854', '1860', '1866885', '1883', '2000', '228398', '283810', '286801', '29404', '32207', '33882', '33981', '38501', '42255', '43668', '43673', '53460', '682522', '84108', '84162']"
16,"['MYCSD_F5YXF9' 'LEIAQ_U2RP51' 'MICLC_RRF' 'RARFA_A0A542ZWK7'
 'OLSUV_E1R045' 'THEBD_D6Y7C5' 'CLAMS_RRF' 'CELCE_A0A1X7EEF7' 'RENSM_RRF'
 'LENAE_A0A0F0H6S8' 'ARTGL_A0A2S3ZRB0' 'BIFAA_RRF' 'SALTO_RRF'
 'BRELN_A0A0B9AMQ4' 'CELFN_D5UD48' 'CORA7_RRF' 'GLUAR_E1VU81' 'PAEAT_RRF'
 'PSEPM_F0M780' 'PROFC_D7GEL3' 'MYCAV_X8BAS3' 'AMYME_A0A076MSG3'
 'NOCFA_RRF' 'KRIFD_D2PZF0' 'RHOHA_E9SYC7' 'SACSN_A0A2N3Y9P1' 'NOCSJ_RRF'
 'PSETH_A0A1M6ZEA4' 'SACVD_C7MYA1' 'FRACC_RRF' 'GEOOG_D2SDY9'
 'XYLCX_D1C025' 'ACTTI_A0A561WNB4' 'MYCCI_A0A3S4TN20' 'MICOL_A0A562IE23'
 'STRV1_D5ZUH8' 'ACIA4_K7SL38' 'CUTAK_RRF' 'CONWI_D3F072'
 'THEAL_A0A1H6FUX0' 'SCAIO_W5IJY1' 'PARDN_E6JYM1' 'STRRD_D2AUJ2'
 'NOCDD_D7AUD2' 'STRHI_A0A1M5GZA2' 'THECD_D1AB02' 'KIBAR_A0A1W2FGX1'
 'TROWT_RRF' 'NOCSI_A0A0A1DNJ9' 'MOBCV_D6ZGA1' 'GORB4_D0LAP7'
 'TSUPD_D5UM13' 'KITAU_A0A1E7N2R2' 'SACES_K0K9U4' 'STRJI_A0A1H7XW68'
 'ISOV2_F6FRX0' 'GARVA_I4M7V5' 'ACIC1_RRF' 'ARCHD_D7BN38' 'STANL_D3Q225'
 'SEGRD_D6ZCC8' 'MICPN_F5XQL8' 'ROTMD_D2NNV9' 'CORGP_F2N9H1'
 'MICTS_E8NDH5' 'KINRD_RRF' 'BLASD_H6RWI1' 'ACTMD_C6WEU2' 'CATAD_C7QA55'
 'RUBXD_RRF' 'BRAFD_C7MB90' 'JONDD_C7R3C7' 'INTC7_E6SEY6' 'NAKMY_C8XBT9'
 'ACIFD_C7LXX5' 'KOCRD_RRF' 'SANKS_D1BJ79' 'ILUCY_A0A6C7E9J0'
 'HOYSD_F6EIX2' 'THEFY_RRF' 'SLAES_D0WJ18' 'EEGSY_F7UZC9' 'CRYCD_C7MPE3'
 'BEUC1_RRF']","['MYCSD', 'LEIAQ', 'MICLC', 'RARFA', 'OLSUV', 'THEBD', 'CLAMS', 'CELCE', 'RENSM', 'LENAE', 'ARTGL', 'BIFAA', 'SALTO', 'BRELN', 'CELFN', 'CORA7', 'GLUAR', 'PAEAT', 'PSEPM', 'PROFC', 'MYCAV', 'AMYME', 'NOCFA', 'KRIFD', 'RHOHA', 'SACSN', 'NOCSJ', 'PSETH', 'SACVD', 'FRACC', 'GEOOG', 'XYLCX', 'ACTTI', 'MYCCI', 'MICOL', 'STRV1', 'ACIA4', 'CUTAK', 'CONWI', 'THEAL', 'SCAIO', 'PARDN', 'STRRD', 'NOCDD', 'STRHI', 'THECD', 'KIBAR', 'TROWT', 'NOCSI', 'MOBCV', 'GORB4', 'TSUPD', 'KITAU', 'SACES', 'STRJI', 'ISOV2', 'GARVA', 'ACIC1', 'ARCHD', 'STANL', 'SEGRD', 'MICPN', 'ROTMD', 'CORGP', 'MICTS', 'KINRD', 'BLASD', 'ACTMD', 'CATAD', 'RUBXD', 'BRAFD', 'JONDD', 'INTC7', 'NAKMY', 'ACIFD', 'KOCRD', 'SANKS', 'ILUCY', 'HOYSD', 'THEFY', 'SLAES', 'EEGSY', 'CRYCD', 'BEUC1']","['1073531', '110932', '1269', '13242', '133925', '147067', '1573', '157920', '1645', '165301', '1663', '1678', '168694', '1696', '1707', '1716', '1742989', '1742992', '1742993', '1743', '1763', '1813', '1817', '182639', '1827', '1835', '1839', '1847', '1851', '1854', '1860', '186188', '1865', '1866885', '1873', '1883', '1912215', '1912216', '191494', '192992', '196081', '196082', '2000', '2013', '2016', '2019', '2029', '2038', '2044', '2050', '2053', '2060', '2063', '2071', '228398', '254250', '2701', '28048', '28263', '283810', '286801', '29404', '32207', '33870', '33882', '33981', '38501', '40566', '414878', '42255', '43668', '43673', '53357', '53460', '53634', '57493', '60919', '682522', '697025', '83677', '84108', '84111', '84162', '84756']"
17,"['MYCSD_F5YSW5' 'THEBD_D6Y2X5' 'CELCE_A0A1X7F5K6' 'RENSM_A9WTJ5'
 'ARTS2_A0K0F0' 'BIFBI_I3WGG0' 'CELFA_F4H1T2' 'CORA7_C3PJT3'
 'PAEAT_A1R9Z9' 'PSEPM_F0M3E5' 'MYCCE_A0A1X1RKT2' 'AMYME_A0A076MZI6'
 'NOCCG_H6R9T4' 'RHOSX_A0A0D8I505' 'SACSN_A0A2N3XT07' 'GEOOG_D2S682'
 'MYCCI_A0A3S4RNH4' 'STRCL_E2Q9Q9' 'CUTAK_Q6AB82' 'THEAL_A0A1H6FNX0'
 'SCAIO_W5IHI0' 'NOCSI_A0A0A1DFK0' 'GORB4_D0LEB7' 'TSUPD_D5UMN0'
 'GARVA_I4M8W4' 'ACIC1_A0LWF7' 'ARCHD_D7BL74' 'SEGRD_D6ZF61'
 'ROTMD_D2NR80' 'KINRD_A6W525' 'NAKMY_C8X964' 'KOCRD_B2GH48'
 'SANKS_D1BKH3' 'ILUCY_A0A6C7E859' 'HOYSD_F6EG23' 'THEFY_Q47TQ9'
 'SLAHD_C7N3R4' 'BEUC1_C5BXX6']","['MYCSD', 'THEBD', 'CELCE', 'RENSM', 'ARTS2', 'BIFBI', 'CELFA', 'CORA7', 'PAEAT', 'PSEPM', 'MYCCE', 'AMYME', 'NOCCG', 'RHOSX', 'SACSN', 'GEOOG', 'MYCCI', 'STRCL', 'CUTAK', 'THEAL', 'SCAIO', 'NOCSI', 'GORB4', 'TSUPD', 'GARVA', 'ACIC1', 'ARCHD', 'SEGRD', 'ROTMD', 'KINRD', 'NAKMY', 'KOCRD', 'SANKS', 'ILUCY', 'HOYSD', 'THEFY', 'SLAHD', 'BEUC1']","['1073531', '147067', '157920', '1645', '1663', '1678', '1707', '1716', '1742992', '1742993', '1763', '1813', '1817', '1827', '1835', '1860', '1866885', '1883', '1912216', '192992', '196081', '2044', '2053', '2060', '2701', '28048', '28263', '286801', '32207', '33981', '53460', '57493', '60919', '682522', '697025', '83677', '84108', '84756']"
18,"['LEIXX_Q6ADC3' 'MICLC_C5C9D6' 'ARTS2_A0JZX9' 'PAEAT_A1RC28'
 'AMYMS_G0G6E7' 'RHOSX_A0A0D8HYL6' 'SACEN_A4FI18' 'PSEAH_A0A1Y2MTC6'
 'FRASN_A8LHC8' 'GEOOG_D2S4D6' 'XYLCX_D1BTW8' 'MYCNE_V5XJJ4'
 'MICEC_A0A1C4ZSE1' 'STRGA_A0A089XFR8' 'NOCAA_J7L3H8' 'STRHI_A0A1M5KSB3'
 'NOCSI_A0A0C5WZB6' 'KITSK_E4NG57' 'ACIC1_A0LW77' 'STANL_D3Q201'
 'MICPN_F5XFX7' 'ROTMD_D2NP40' 'BLASD_H6RMY9' 'ACTMD_C6W9L6'
 'NAKMY_C8X6N3' 'SANKS_D1BF91' 'THEFY_Q47QT5']","['LEIXX', 'MICLC', 'ARTS2', 'PAEAT', 'AMYMS', 'RHOSX', 'SACEN', 'PSEAH', 'FRASN', 'GEOOG', 'XYLCX', 'MYCNE', 'MICEC', 'STRGA', 'NOCAA', 'STRHI', 'NOCSI', 'KITSK', 'ACIC1', 'STANL', 'MICPN', 'ROTMD', 'BLASD', 'ACTMD', 'NAKMY', 'SANKS', 'THEFY']","['110932', '1269', '1663', '1742992', '1813', '1827', '1835', '1847', '1854', '1860', '186188', '1866885', '1873', '1883', '2013', '2016', '2044', '2063', '28048', '283810', '29404', '32207', '38501', '40566', '53460', '60919', '83677']"
19,"['LEIXX_Q6AFM8' 'CLAMS_B0RE29' 'BIFBI_I3WGN1' 'CORST_A0A376GN52'
 'MYCLE_Q49746' 'ACIA4_K7RTT5' 'CUTAK_Q6A855' 'CONWI_D3F2U2'
 'SCAIO_W5IHC6' 'PARDN_E6K2L7' 'TROWT_Q83G20' 'MOBCV_D6ZI55'
 'GARVA_I4M967' 'ARCHD_D7BMK0' 'SEGRD_D6Z9G3' 'ROTMD_D2NS51'
 'MICTS_E8NC46' 'RUBXD_Q1AUJ5' 'BRAFD_C7MBN4' 'ILUCY_A0A6C7DXE8']","['LEIXX', 'CLAMS', 'BIFBI', 'CORST', 'MYCLE', 'ACIA4', 'CUTAK', 'CONWI', 'SCAIO', 'PARDN', 'TROWT', 'MOBCV', 'GARVA', 'ARCHD', 'SEGRD', 'ROTMD', 'MICTS', 'RUBXD', 'BRAFD', 'ILUCY']","['110932', '1573', '1678', '1716', '1763', '1912215', '1912216', '191494', '196081', '196082', '2038', '2050', '2701', '28263', '286801', '32207', '33882', '42255', '43668', '682522']"
20,"['MYCSD_F5YTU1' 'LEIXX_Q6ADP0' 'MICLC_C5C9C5' 'RARFA_A0A542ZTZ7'
 'THEBD_D6Y8C5' 'CLAMS_B0RGI8' 'RENSM_A9WU46' 'LENAE_A0A0F0H133'
 'ARTS2_A0JU85' 'BIFLO_Q8G7Q4' 'SALTO_A4X308' 'BRELN_A0A0B9A1K3'
 'CELFN_D5UK19' 'CORRG_F8E0L0' 'GLUAR_E1VTQ5' 'PAEAT_A1R4F5'
 'PSEPM_F0M5N7' 'PROFC_D7GFE6' 'MYCPA_Q741W4' 'AMYMS_G0FWV5'
 'NOCAS_U5EC28' 'KRIFD_D2PPD9' 'RHOHA_E9T5B8' 'SACSN_A0A2N3XU39'
 'NOCSJ_A1SNH1' 'PSEAH_A0A1Y2MTA6' 'FRACC_Q2J5X7' 'GEOOG_D2S922'
 'XYLCX_D1BXV3' 'ACTS5_G8S4L2' 'MYCCI_A0A3S4S6H6' 'MICEC_A0A1C4VGW0'
 'STRRC_V6K3M8' 'ACIA4_K7S2Q1' 'CUTAK_Q6AAD8' 'CONWI_D3FEH2'
 'THEAL_A0A1H6FL23' 'SCAIO_W5II41' 'PARDN_E6K2H0' 'STRRD_D2B429'
 'STRHI_A0A1M5KWY0' 'THECD_D1A7H7' 'TROWT_Q83GG6' 'NOCSI_A0A0A1DIH8'
 'MOBCV_D6ZJ85' 'GORB4_D0L702' 'TSUPD_D5UVN7' 'KITAU_A0A1E7MYV9'
 'SACES_K0JQR3' 'STRJI_A0A1H7FGK0' 'GARVA_I4M9F7' 'ACIC1_A0LR91'
 'ARCHD_D7BKV0' 'STANL_D3QA03' 'SEGRD_D6ZA20' 'MICPN_F5XTS7'
 'ROTMD_D2NP66' 'MICTS_E8NAN6' 'KINRD_A6W6U2' 'BLASD_H6RRR2'
 'ACTMD_C6WJH4' 'CATAD_C7PYW8' 'RUBXD_Q1AXM0' 'BRAFD_C7MC64'
 'JONDD_C7R0D1' 'INTC7_E6SC91' 'NAKMY_C8X6U1' 'ACIFD_C7M395'
 'KOCRD_B2GLL2' 'SANKS_D1BCE6' 'ILUCY_A0A6C7EA55' 'HOYSD_F6EQR5'
 'THEFY_Q47SY1' 'EGGLE_C8WK65' 'BEUC1_C5C047']","['MYCSD', 'LEIXX', 'MICLC', 'RARFA', 'THEBD', 'CLAMS', 'RENSM', 'LENAE', 'ARTS2', 'BIFLO', 'SALTO', 'BRELN', 'CELFN', 'CORRG', 'GLUAR', 'PAEAT', 'PSEPM', 'PROFC', 'MYCPA', 'AMYMS', 'NOCAS', 'KRIFD', 'RHOHA', 'SACSN', 'NOCSJ', 'PSEAH', 'FRACC', 'GEOOG', 'XYLCX', 'ACTS5', 'MYCCI', 'MICEC', 'STRRC', 'ACIA4', 'CUTAK', 'CONWI', 'THEAL', 'SCAIO', 'PARDN', 'STRRD', 'STRHI', 'THECD', 'TROWT', 'NOCSI', 'MOBCV', 'GORB4', 'TSUPD', 'KITAU', 'SACES', 'STRJI', 'GARVA', 'ACIC1', 'ARCHD', 'STANL', 'SEGRD', 'MICPN', 'ROTMD', 'MICTS', 'KINRD', 'BLASD', 'ACTMD', 'CATAD', 'RUBXD', 'BRAFD', 'JONDD', 'INTC7', 'NAKMY', 'ACIFD', 'KOCRD', 'SANKS', 'ILUCY', 'HOYSD', 'THEFY', 'EGGLE', 'BEUC1']","['1073531', '110932', '1269', '13242', '147067', '1573', '1645', '165301', '1663', '1678', '168694', '1696', '1707', '1716', '1742989', '1742992', '1742993', '1743', '1763', '1813', '1817', '182639', '1827', '1835', '1839', '1847', '1854', '1860', '186188', '1865', '1866885', '1873', '1883', '1912215', '1912216', '191494', '192992', '196081', '196082', '2000', '2016', '2019', '2038', '2044', '2050', '2053', '2060', '2063', '2071', '228398', '2701', '28048', '28263', '283810', '286801', '29404', '32207', '33882', '33981', '38501', '40566', '414878', '42255', '43668', '43673', '53357', '53460', '53634', '57493', '60919', '682522', '697025', '83677', '84111', '84756']"
21,"['CELCE_A0A1X7DJ80' 'LENAE_A0A0F0GG40' 'CORRG_F8DXK0' 'MYCXE_X8C7F8'
 'AMYME_A0A076MUF7' 'SACEN_A4FCN4' 'FRASN_A8KXQ6' 'ACTUT_A0A0A6UT70'
 'MICOL_A0A562I2D1' 'STRCI_A0A4Y3QW65' 'STRRD_D2AYF2' 'KIBAR_A0A1Y5Y958'
 'SACES_K0K0U7' 'STRJI_A0A1H8AW08' 'MICTS_E8N710']","['CELCE', 'LENAE', 'CORRG', 'MYCXE', 'AMYME', 'SACEN', 'FRASN', 'ACTUT', 'MICOL', 'STRCI', 'STRRD', 'KIBAR', 'SACES', 'STRJI', 'MICTS']","['157920', '165301', '1716', '1763', '1813', '1835', '1854', '1865', '1873', '1883', '2000', '2029', '2071', '228398', '33882']"
